row_id,book_title,book_author,book_publication_year,film_title,movie_release_year,release_period,genre_bucket,match_confidence,fiction_work_raw,film_adaptation_raw,source_page_url,book_avg_rating,book_ratings_count,book_reviews_count,book_page_count,book_series_indicator,book_description,book_description_length,goodreads_match_title,goodreads_match_score,movie_release_month,runtime_minutes,mpaa_rating,distributor,movie_genre_raw,imdb_vote_count,imdb_rating,top_500_box_office
35,Ben-Hur: A Tale of the Christ,Lew Wallace,1880,Ben-Hur,2016,2015_2019,Drama_Literary,medium,"Ben-Hur: A Tale of the Christ (1880), Lew Wallace",Ben-Hur (2016),"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)",4.02,43.0,5.0,,0.0,"In first century Judaea, Jewish prince Judah Ben-Hur is betrayed by his childhood friend Messala and sentenced to life as a Roman slave. When, during a pirate attack in the Aegean, Ben-Hur saves the life of a galley commander, his fortunes improve and he returns to Galilee a free man. There, his quest for vengeance turns into insurrection, but his life is transformed when he witnesses Christ's baptism by John the Baptist.
Ben-Hur: A Tale of the Christ, the best-selling novel of revenge and redemption, has been enormously popular since its publication in 1880. Ben-Hurhas been translated into multiple languages, and adapted for radio, the stage, and television numerous times. The 1959 MGM movie starring Charlton Heston won eleven Academy Awards, a record it shares with Titanicand The Lord of the Rings: The Return of the King.
HarperPerennial Classics brings great works of literature to life in digital format, upholding the highest standards in ebook production and celebrating reading in all its forms. Look for more titles in the HarperPerennial Classics collection to build your digital library.",1109.0,Ben-Hur: A Tale of the Christ,100,8.0,123.0,PG-13,Paramount Pictures | Netflix | Hulu,"Action,Adventure,Drama",49411.0,5.7,0
36,Something Wicked This Way Comes,Ray Bradbury,1962,Something Wicked This Way Comes,1983,1980_1984,Fantasy_SciFi,medium,"Something Wicked This Way Comes (1962), Ray Bradbury",Something Wicked This Way Comes (1983),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),3.95,161.0,25.0,317.0,1.0,"A carnival rolls in sometime after the midnight hour on a chill Midwestern October eve, ushering in Halloween a week before its time. A calliope's shrill siren song beckons to all with a seductive promise of dreams and youth regained. In this season of dying, Cooger & Dark's Pandemonium Shadow Show has come to Green Town, Illinois, to destroy every life touched by its strange and sinister mystery. And two inquisitive boys standing precariously on the brink of adulthood will soon discover the secret of the satanic raree-show's smoke, mazes, and mirrors, as they learn all too well the heavy cost of wishes - and the stuff of nightmare.",640.0,Something Wicked This Way Comes,100,4.0,95.0,PG,Netflix | Walt Disney Studios Motion Pictures,"Fantasy,Mystery,Thriller",12762.0,6.7,0
37,The Space Vampires,Colin Wilson,1976,Lifeforce,1985,1985_1989,Fantasy_SciFi,medium,"The Space Vampires (1976), Colin Wilson",Lifeforce (1985),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),3.36,376.0,45.0,220.0,0.0,"When Captain Carlsen entered the vast derelict spaceship, he was stunned by its awesome splendor--and shaken by the discovery of its immobilized humanoid passengers.
Later, after three of those strange aliens had been transported to Earth, his foreboding was more than justified. The creatures were energy vampires whose seductive embraces were total, whose lust for vitality was boundless. As they took over the willing bodies of their victims and sexual murders spread terror throughout the land, Carlsen worked toward their destruction--even though he was erotically drawn to the most beautiful vampire of all!",613.0,The Space Vampires,100,6.0,101.0,R,TriStar Pictures | Netflix,"Action,Horror,Mystery",34163.0,6.2,0
38,Orlando: A Biography,Virginia Woolf,1928,Orlando,1992,1990_1994,Fantasy_SciFi,medium,"Orlando: A Biography (1928), Virginia Woolf",Orlando (1992),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),3.86,36.0,5.0,,0.0,"Fantasy, love offering, exuberant celebration of English life and literature, Orlando is a uniquely entertaining novel. Originally conceived by Virginia Woolf as a playful tribute to Vita Sackville-West, Orlando's central character lives as both a man and a woman through four centuries.",287.0,Orlando: A Biography,100,12.0,94.0,PG-13,Sony Pictures Classics,"Biography,Drama,Fantasy",20853.0,7.1,0
39,Congo,Michael Crichton,1980,Congo,1995,1995_1999,Fantasy_SciFi,medium,"Congo (1980), Michael Crichton",Congo (1995),"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)",3.56,131539.0,1316.0,,0.0,"Deep in the African rain forest, near the legendary ruins of the Lost City of Zinj, an expedition of eight American geologists is mysteriously and brutally killed in a matter of minutes.
Ten thousand miles away, Karen Ross, the Congo Project Supervisor, watches a gruesome video transmission of the aftermath: a camp destroyed, tents crushed and torn, equipment scattered in the mud alongside dead bodies -- all motionless except for one moving image -- a grainy, dark, man-shaped blur.
In San Francisco, primatologist Peter Elliot works with Amy, a gorilla with an extraordinary vocabulary of 620 ""signs,"" the most ever learned by a primate, and she likes to fingerpaint. But recently, her behavior has been erratic and her drawings match, with stunning accuracy, the brittle pages of a Portuguese print dating back to 1642 . . . a drawing of an ancient lost city. A new expedition -- along with Amy -- is sent into the Congo where they enter a secret world, and the only way out may be through a horrifying death . . .",1020.0,Congo,100,6.0,109.0,PG-13,Paramount Pictures,"Action,Adventure,Mystery",52237.0,5.3,0
40,"Crouching Tiger, Hidden Dragon",Wang Dulu,1942,"Crouching Tiger, Hidden Dragon",2000,2000_2004,Fantasy_SciFi,medium,"Crouching Tiger, Hidden Dragon (Chinese: 卧虎藏龙, Wòhǔ Cánglóng) (1942), Wang Dulu","Crouching Tiger, Hidden Dragon (2000)","https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)",4.03,33.0,2.0,,1.0,"The start of Episode 2 New story, new characters and new kung fu now show up on the scene Two new warriors, Jen and Lo, are going to join the kung fu world. Will they affect the status of Li Mu Bai and Yu Shu Lien? Li will renew his swordplay with his master Nan Chiang - what new height of power will he reach? On the other hand, Jade Fox is going to steal the secret treasure of the Wudan Society. What exactly will it be? How will it help to enhance her swordmanship to the extreme and conquer the others?",508.0,"Crouching Tiger, Hidden Dragon, Vol. 5",90,7.0,120.0,,InterCom,"Action,Adventure,Drama",293373.0,7.9,0
41,A Scanner Darkly,Philip K. Dick,1977,A Scanner Darkly,2006,2005_2009,Fantasy_SciFi,medium,"A Scanner Darkly (1977), Philip K. Dick",A Scanner Darkly (2006),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),4.04,165.0,7.0,,0.0,"""A SCANNER DARKLY, one of Philip K. Dick's most popular and bestselling novels, is now a major motion picture...
Bob Arctor is a dealer of the lethally addictive drug Substance D, which he also takes in massive quantities. Fred is the police agent assigned to tail and eventually bust him. What Fred doesn't know is that Substance D gradually splits the user's brain into two distinct, combative entities, and that he is, in fact, in frantic pursuit of himself.
A SCANNER DARKLY is caustically funny and razor sharp in its depiction of drug-induced paranoia and madness; it's an industrial-strength stress test of identity as unnerving as it is riveting.
Writer/Director Richard Linklater shot a live-action film, starring Keanu Reeves, Robert Downey Jr., Woody Harrelson, and Winona Ryder, and then animated over the underlying images. The result is an eerily lifelike, richly detailed animation.""",898.0,A Scanner Darkly,100,7.0,100.0,R,Netflix | Warner Independent Pictures,"Animation,Comedy,Crime",121638.0,7.0,0
42,Beautiful Creatures,Kami Garcia and Margaret Stohl,2009,Beautiful Creatures,2013,2010_2014,Fantasy_SciFi,medium,"Beautiful Creatures (2009), Kami Garcia and Margaret Stohl",Beautiful Creatures (2013),"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)",3.81,204.0,16.0,672.0,0.0,"Everyone has heard of the Beaufort twins, but few have ever seen them...
On the eve of their 21st birthday, at one of the most lavish parties society has ever seen, Octavia and Flora Beaufort are launched into the world.
For Octavia, it is one of the most thrilling nights of her life, an evening glittering with the promise of her future. But Flora shrinks from the limelight, fearful of what lies beyond the walls of her over-protective aunt's house.
As Octavia is swept into a whirlwind of lavish spending and fashionable society, she grasps eagerly at whatever she wants: clothes, houses, men... even a department store. But Flora yearns for security - and when she is rescued from harm by a kind stranger, she seems to have found the love and protection she craves. Prey to all kinds of dangers, the twins soon realise that without each other, they run the risk of losing everything. But is it already too late...?",919.0,Beautiful Creatures,100,2.0,124.0,PG-13,Warner Bros. Entertainment | Netflix | ProVideo,"Drama,Fantasy,Romance",93183.0,6.1,0
43,Do Androids Dream of Electric Sheep?,Philip K. Dick,1967,Blade Runner 2049,2017,2015_2019,Fantasy_SciFi,medium,"Do Androids Dream of Electric Sheep? (1967), Philip K. Dick",Blade Runner 2049 (2017),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(D%E2%80%93J),4.08,77.0,11.0,159.0,1.0,"This is the first paperback edition.
World War Terminus had left the Earth devastated. Through its ruins, bounty hunter Rick Deckard stalked, in search of the renegade replicants who were his prey. When he wasn't `retiring' them with his laser weapon, he dreamed of owning a live animal -- the ultimate status symbol in a world all but bereft of animal life. Then Rick got his chance: the assignment to kill six Nexus-6 targets, for a huge reward. But in Deckard's world things were never that simple, and his assignment quickly turned into a nightmare kaleidoscope of subterfuge and deceit -- and the threat of death for the hunter rather than the hunted...",658.0,Do Androids Dream of Electric Sheep?,100,10.0,164.0,R,Warner Bros. Entertainment | Netflix | InterCom,"Action,Drama,Mystery",746914.0,8.0,0
44,Dune,Frank Herbert,1965,Dune: Part Two,2024,2020_2024,Fantasy_SciFi,medium,"Dune (1965), Frank Herbert",Dune: Part Two (2024),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(D%E2%80%93J),4.2,8271.0,266.0,,1.0,"Here is the novel that will be forever considered a triumph of the imagination. Set on the desert planet Arrakis, Duneis the story of the boy Paul Atreides, who would become the mysterious man known as Muad'Dib. He would avenge the traitorous plot against his noble family--and would bring to fruition humankind's most ancient and unattainable dream.
A stunning blend of adventure and mysticism, environmentalism and politics, Dune won the first Nebula Award, shared the Hugo Award, and formed the basis of what it undoubtedly the grandest epic in science fiction.",564.0,Dune,100,2.0,166.0,PG-13,Warner Bros. Entertainment | Universal Pictures | InterCom | Warner Bros. Pictures,"Action,Adventure,Drama",722124.0,8.4,1
45,The Dragon and the George,Gordon R. Dickson,1976,The Flight of Dragons,1982,1980_1984,Fantasy_SciFi,medium,"The Dragon and the George (1976), Gordon R. Dickson",The Flight of Dragons (1982),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(D%E2%80%93J),3.88,48.0,1.0,279.0,1.0,"Through no fault of his own, the once human Jim Eckert had become a dragon. Unfortunately, his beloved Angie had remained human. But in this magical land anything could happen. To make matter worse, Angie had been taken prisoner by an evil dragon and was held captive in the impenetrable Loathly Tower. So in this land where humans were edible and beasts were magical--where spells worked and logic didn't--Jim Eckert had a big, strange problem.",445.0,The Dragon and the George,100,8.0,,,Warner Bros. Entertainment | American Broadcasting Company,,,,0
46,Rising Sun,Michael Crichton,1992,Rising Sun,1993,1990_1994,Fantasy_SciFi,medium,"Rising Sun (1992), Michael Crichton",Rising Sun (1993),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),3.62,1254.0,62.0,399.0,0.0,"On the forty-fifth floor of the Nakamoto Tower in downtown L.A.--the new American headquarters of the immense Japanese conglomerate--a grand opening celebration is in full swing.
On the forty-sixth floor, in an empty conference room, the dead body of a beautiful young woman is discovered.
The investigation begins ... and immediately becomes a headlong chase through a twisting maze of industrial intrigue ... a no-holds-barred conflict in which control of a vital American technology is the fiercely coveted prize--and the Japanese saying ""business is war"" takes on a terrifying reality ...",592.0,Rising Sun,100,7.0,129.0,R,20th Century Studios | Netflix,"Action,Crime,Drama",50178.0,6.3,0
47,Eaters of the Dead,Michael Crichton,1976,The 13th Warrior,1999,1995_1999,Fantasy_SciFi,medium,"Eaters of the Dead (1976), Michael Crichton",The 13th Warrior (1999),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(D%E2%80%93J),3.64,25262.0,920.0,,0.0,"The year is A.D. 922. A refined Arab courtier, representative of the powerful Caliph of Bagdad, encounters a party of Viking warriors who are journeying to the barbaric North. He is appalled by their Viking customs -- the wanton sexuality of their pale, angular women, their disregard for cleanliness , their cold-blooded human sacrifices. But it is not until they reach the depths of the Northland that the courtier learns the horrifying and inescapable truth: He has been enlisted by these savage, inscrutable warriors to help combat a terror that plagues them -- a monstrosity that emerges under cover of night to slaughter the Vikings and devour their flesh . . .",667.0,Eaters of the Dead,100,8.0,102.0,R,Walt Disney Studios Motion Pictures | Disney+,"Action,Adventure,History",138880.0,6.6,0
48,The Lord of the Rings,J. R. R. Tolkien,1954,The Lord of the Rings: The Return of the King,2003,2000_2004,Fantasy_SciFi,medium,"The Lord of the Rings (1954–1955), J. R. R. Tolkien",The Lord of the Rings: The Return of the King (2003),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),4.59,257.0,18.0,,0.0,,0.0,The Lord of the Rings,100,12.0,201.0,PG-13,New Line Cinema,"Adventure,Drama,Fantasy",2151503.0,9.0,1
49,Dragons of Autumn Twilight,Margaret Weis and Tracy Hickman,1984,Dragonlance: Dragons of Autumn Twilight,2008,2005_2009,Fantasy_SciFi,medium,"Dragons of Autumn Twilight (1984), Margaret Weis and Tracy Hickman",Dragonlance: Dragons of Autumn Twilight (2008),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(D%E2%80%93J),4.02,171.0,15.0,447.0,1.0,"Dragons.
Creatures of legend. Stories told to children.
But now dragons have returned to Krynn. The darkness of war and destruction threatens to engulf the land.
Then hope appears -- a blue crystal staff in the hands of a beautiful barbarian woman. The promise of hope, as fleeting as smoke upon the autumn wind, forces a group of long-time friends into the unlikely roles of heroes.
Knight and barbarian, warrior and half-elf, dwarf and kender and dark-souled mage; they begin a perilous quest for --
the legendary Dragonlance.",528.0,Dragons of Autumn Twilight,100,1.0,,PG-13,Paramount Pictures | Netflix,,,,0
